pl_name,hostname,default_flag,disposition,disp_refname,pl_orbper,pl_rade,pl_radj,ttv_flag,st_teff,st_rad,st_mass,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
K2-169 b,K2-169,0,CONFIRMED,Mayo et al. 2018,6.38092,1.341,0.1196,0.0,5284.0,0.981,0.88,4.49249,235.867,12.23,10.371,12.0063
K2-169 b,K2-169,1,CONFIRMED,Mayo et al. 2018,6.380803,1.27328671,0.11359503,0.0,5548.0,0.919053,0.986144,4.56,235.867,12.23,10.371,12.0063
K2-17 b,K2-17,0,CONFIRMED,Montet et al. 2015,17.969079,1.94750799,0.17374503,0.0,4382.0,0.600869,0.624878,4.71,125.106,13.411,10.308,13.0023
K2-17 b,K2-17,0,CONFIRMED,Montet et al. 2015,17.969029,2.03,0.18110447,0.0,4118.41,0.626014,0.657836,4.49249,125.106,13.411,10.308,13.0023
K2-17 b,K2-17,1,CONFIRMED,Montet et al. 2015,17.96753,2.23,0.19894727,0.0,4320.0,0.66,0.71,4.49249,125.106,13.411,10.308,13.0023
K2-17 b,K2-17,0,CONFIRMED,Montet et al. 2015,17.9654,1.53,0.13649746,0.0,4102.0,0.478,0.532,4.798,125.106,13.411,10.308,13.0023
K2-17 b,K2-17,0,CONFIRMED,Montet et al. 2015,17.96832,1.78,0.159,0.0,5284.0,0.556,0.88,4.49249,125.106,13.411,10.308,13.0023
K2-17 b,K2-17,0,CONFIRMED,Montet et al. 2015,17.968216,2.15,0.19181015,0.0,4151.0,0.63,0.88,4.49249,125.106,13.411,10.308,13.0023
K2-170 b,K2-170,0,CONFIRMED,Mayo et al. 2018,7.5734,1.62,0.145,0.0,5284.0,1.0849,0.88,4.49249,392.872,12.668,11.075,12.4959
K2-170 b,K2-170,1,CONFIRMED,Mayo et al. 2018,7.576544,1.41817537,0.12652113,0.0,5748.0,0.981614,0.963657,4.34,392.872,12.668,11.075,12.4959
K2-170 b,K2-170,0,CONFIRMED,Mayo et al. 2018,7.5767206,1.5,0.13382104,0.0,5749.0,0.98,0.88,4.49249,392.872,12.668,11.075,12.4959
K2-170 c,K2-170,0,CONFIRMED,Mayo et al. 2018,12.400731,1.92,0.17129093,0.0,5749.0,0.98,0.88,4.49249,392.872,12.668,11.075,12.4959
K2-170 c,K2-170,0,CONFIRMED,Mayo et al. 2018,12.3988,2.01,0.179,0.0,5284.0,1.0849,0.88,4.49249,392.872,12.668,11.075,12.4959
K2-170 c,K2-170,1,CONFIRMED,Mayo et al. 2018,12.400047,1.8017647,0.16074268,0.0,5748.0,0.981614,0.963657,4.34,392.872,12.668,11.075,12.4959
K2-171 b,K2-171,1,CONFIRMED,Mayo et al. 2018,5.628466,2.68657205,0.2396799,0.0,5250.0,1.717458,0.891587,3.95,606.128,12.745,10.529,12.4386
K2-171 b,K2-171,0,CONFIRMED,Mayo et al. 2018,5.6315915,1.23,0.10973325,0.0,5032.0,0.77,0.88,4.49249,606.128,12.745,10.529,12.4386
K2-171 b,K2-171,0,CONFIRMED,Mayo et al. 2018,5.6228,3.71,0.331,0.0,5284.0,2.378,0.88,4.49249,606.128,12.745,10.529,12.4386
K2-172 b,K2-172,0,CONFIRMED,Mayo et al. 2018,14.317001,1.8,0.16058524,0.0,5449.0,0.86,0.88,4.49249,249.742,12.5,10.661,12.2809
K2-172 b,K2-172,0,CONFIRMED,Mayo et al. 2018,14.3181,1.69,0.151,0.0,5284.0,0.824,0.88,4.49249,249.742,12.5,10.661,12.2809
K2-172 b,K2-172,1,CONFIRMED,Mayo et al. 2018,14.316941,1.66608079,0.14863777,0.0,5569.0,0.868889,0.934356,4.61,249.742,12.5,10.661,12.2809
K2-172 c,K2-172,1,CONFIRMED,Mayo et al. 2018,29.62682,3.20569097,0.28599259,0.0,5569.0,0.868889,0.934356,4.61,249.742,12.5,10.661,12.2809
K2-172 c,K2-172,0,CONFIRMED,Mayo et al. 2018,29.626402,3.41,0.30421982,0.0,5449.0,0.86,0.88,4.49249,249.742,12.5,10.661,12.2809
K2-172 c,K2-172,0,CONFIRMED,Mayo et al. 2018,29.6245,3.02,0.269,0.0,5284.0,0.824,0.88,4.49249,249.742,12.5,10.661,12.2809
K2-172 c,K2-172,0,CONFIRMED,Mayo et al. 2018,29.626,2.597,0.23017258,0.0,5547.0,0.857949,0.977,4.56104,249.742,12.5,10.661,12.2809
K2-173 b,K2-173,1,CONFIRMED,Mayo et al. 2018,5.868699,1.60826194,0.14347952,0.0,5580.0,0.843154,0.881538,4.52,228.641,12.523,10.299,12.1848
K2-173 b,K2-173,0,CONFIRMED,Mayo et al. 2018,5.86639571,2.597,0.23017258,0.0,5573.35,1.00118,0.983,4.42959,228.641,12.523,10.299,12.1848
K2-174 b,K2-174,0,CONFIRMED,Mayo et al. 2018,19.56204579364,3.28708684,0.29325475,0.0,4246.8,0.758892,0.88,4.5,99.9293,12.456,9.496,12.0082
K2-174 b,K2-174,1,CONFIRMED,Mayo et al. 2018,19.562307,2.6,0.23195646,0.0,4455.0,0.676,0.7,4.625,99.9293,12.456,9.496,12.0082
K2-174 b,K2-174,0,CONFIRMED,Mayo et al. 2018,19.56325,2.59,0.231,0.0,4246.81,0.758892,0.66,4.49725,99.9293,12.456,9.496,12.0082
K2-174 b,K2-174,0,CONFIRMED,Mayo et al. 2018,19.564,2.59,0.231,0.0,4581.0,0.673,0.88,4.645,99.9293,12.456,9.496,12.0082
K2-174 b,K2-174,0,CONFIRMED,Mayo et al. 2018,19.5661401,2.597,0.23017258,0.0,4246.81,0.758892,0.66,4.49725,99.9293,12.456,9.496,12.0082
K2-174 b,K2-174,0,CONFIRMED,Mayo et al. 2018,19.56236,2.78,0.248,0.0,5284.0,0.669,0.88,4.49249,99.9293,12.456,9.496,12.0082
K2-174 b,K2-174,0,CONFIRMED,Mayo et al. 2018,19.562743,2.49179901,0.22230342,0.0,4500.0,0.63908,0.668401,4.62,99.9293,12.456,9.496,12.0082
K2-175 b,K2-175,1,CONFIRMED,Mayo et al. 2018,9.525988,2.03803688,0.18182147,0.0,5909.0,1.420038,1.094693,4.11,247.266,10.836,9.195,10.6251
K2-176 b,K2-176,1,CONFIRMED,Mayo et al. 2018,5.329439,1.49090097,0.13300928,0.0,5428.0,0.86416,0.938545,4.63,247.302,12.909,10.726,12.6504
K2-176 b,K2-176,0,CONFIRMED,Mayo et al. 2018,5.32944,1.55,0.138,0.0,5284.0,0.911,0.88,4.49249,247.302,12.909,10.726,12.6504
K2-177 b,K2-177,1,CONFIRMED,Mayo et al. 2018,14.155185,2.1162048,0.18879515,0.0,6063.0,1.213565,1.210525,4.38,492.167,12.681,10.593,12.422
K2-178 b,K2-178,0,CONFIRMED,Mayo et al. 2018,8.74809,3.83,0.342,0.0,5284.0,0.938,0.88,4.49249,214.753,12.382,10.292,12.1562
K2-178 b,K2-178,0,CONFIRMED,Mayo et al. 2018,8.75470797754,3.54381082,0.31615817,0.0,5888.0,0.889347,0.88,4.57,214.753,12.382,10.292,12.1562
K2-178 b,K2-178,1,CONFIRMED,Mayo et al. 2018,8.747818,3.55790985,0.31741546,0.0,5525.0,0.887267,0.95109,4.55,214.753,12.382,10.292,12.1562
K2-179 b,K2-179,0,CONFIRMED,Mayo et al. 2018,5.17110937,2.597,0.23017258,0.0,5071.98,0.709349,0.848,4.66474,190.81,12.939,10.555,12.691
K2-179 b,K2-179,1,CONFIRMED,Mayo et al. 2018,5.172191,2.51267885,0.22416619,0.0,5015.0,0.768067,0.824345,4.63,190.81,12.939,10.555,12.691
K2-179 b,K2-179,0,CONFIRMED,Mayo et al. 2018,5.17222,2.12,0.189,0.0,5284.0,0.639,0.88,4.49249,190.81,12.939,10.555,12.691
K2-18 b,K2-18,0,CONFIRMED,Montet et al. 2015,32.947328,2.17,0.19359443,0.0,3440.0,0.36,0.88,4.49249,38.0266,13.477,8.899,12.4154
K2-18 b,K2-18,0,CONFIRMED,Montet et al. 2015,32.9418,2.28,0.20340798,0.0,3496.0,0.4,0.42,4.858,38.0266,13.477,8.899,12.4154
K2-18 b,K2-18,0,CONFIRMED,Montet et al. 2015,32.94171,1.4,0.12,0.0,5284.0,0.249,0.88,4.49249,38.0266,13.477,8.899,12.4154
K2-18 b,K2-18,0,CONFIRMED,Montet et al. 2015,32.94112,2.461,0.21955609,0.0,3449.0,0.468,0.32,4.6,38.0266,13.477,8.899,12.4154
K2-18 b,K2-18,0,CONFIRMED,Montet et al. 2015,32.92801934,2.597,0.23017258,0.0,3464.0,0.444516,0.440668,4.7864,38.0266,13.477,8.899,12.4154
K2-18 b,K2-18,0,CONFIRMED,Montet et al. 2015,32.94488,2.24,0.19983941,0.0,3503.0,0.394,0.413,4.49249,38.0266,13.477,8.899,12.4154
K2-18 b,K2-18,0,CONFIRMED,Montet et al. 2015,32.940045,2.61,0.2328486,0.0,3457.0,0.4445,0.4951,4.49249,38.0266,13.477,8.899,12.4154
K2-18 b,K2-18,0,CONFIRMED,Montet et al. 2015,32.93963,2.38,0.21232938,0.0,3457.0,0.411,0.359,4.49249,38.0266,13.477,8.899,12.4154
K2-18 b,K2-18,1,CONFIRMED,Montet et al. 2015,32.939623,2.37,0.21143724,0.0,3457.0,0.411,0.359,4.49249,38.0266,13.477,8.899,12.4154
K2-18 b,K2-18,0,CONFIRMED,Montet et al. 2015,32.939614,2.279,0.20331876,0.0,3457.0,0.411,0.359,4.49249,38.0266,13.477,8.899,12.4154
K2-18 b,K2-18,0,CONFIRMED,Montet et al. 2015,32.93737167947,2.53362939,0.22603566,0.0,3464.0,0.444516,0.88,4.7864,38.0266,13.477,8.899,12.4154
K2-18 c,K2-18,1,CONFIRMED,Cloutier et al. 2017,8.962,2.597,0.23017258,0.0,3457.0,0.411,0.359,4.49249,38.0266,13.477,8.899,12.4154
K2-180 b,K2-180,0,CONFIRMED,Mayo et al. 2018,8.866,2.597,0.23017258,0.0,5368.0,0.697439,0.93,4.71954,203.896,12.557,10.677,12.4039
K2-180 b,K2-180,0,CONFIRMED,Mayo et al. 2018,8.86638,2.51,0.224,0.0,5284.0,0.6867,0.88,4.49249,203.896,12.557,10.677,12.4039
K2-180 b,K2-180,0,CONFIRMED,Mayo et al. 2018,8.8665,2.24179614,0.2,0.0,5110.0,0.69,0.71,4.3,203.896,12.557,10.677,12.4039
K2-180 b,K2-180,0,CONFIRMED,Mayo et al. 2018,8.865932,2.41012773,0.21501719,0.0,5263.0,0.681111,0.730322,4.7,203.896,12.557,10.677,12.4039
K2-180 b,K2-180,0,CONFIRMED,Mayo et al. 2018,8.8656,2.13,0.1900262,0.0,5166.0,0.638,0.67,4.63,203.896,12.557,10.677,12.4039
K2-180 b,K2-180,0,CONFIRMED,Mayo et al. 2018,8.86528860869,4.28539694,0.38231817,0.0,5368.0,0.697439,0.88,4.71954,203.896,12.557,10.677,12.4039
K2-180 b,K2-180,0,CONFIRMED,Mayo et al. 2018,8.8656511,2.52,0.22481973,0.0,5306.0,0.72,0.72,4.57,203.896,12.557,10.677,12.4039
K2-180 b,K2-180,1,CONFIRMED,Mayo et al. 2018,8.865663,2.46597575,0.22,0.0,5365.0,0.719,0.735,4.591,203.896,12.557,10.677,12.4039
K2-180 b,K2-180,0,CONFIRMED,Mayo et al. 2018,8.867259,4.4,0.39,0.0,5284.0,0.65,0.88,4.49249,203.896,12.557,10.677,12.4039
K2-180 b,K2-180,0,CONFIRMED,Mayo et al. 2018,8.867209,2.31,0.2060844,0.0,5358.0,0.72,0.72,4.58,203.896,12.557,10.677,12.4039
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,6.893813,2.83587212,0.253,0.0,5520.0,1.04,1.022,4.413,360.911,12.669,11.026,12.5618
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,6.89442,3.17,0.283,0.0,5284.0,1.071,0.88,4.49249,360.911,12.669,11.026,12.5618
K2-181 b,K2-181,1,CONFIRMED,Mayo et al. 2018,6.8941,2.69,0.23998614,0.0,5528.0,1.06,0.96,4.35,360.911,12.669,11.026,12.5618
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,6.893,2.597,0.23017258,0.0,5573.0,1.05734,0.983,4.38219,360.911,12.669,11.026,12.5618
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,6.894252,2.70624391,0.24143491,0.0,5609.0,0.999244,1.043879,4.46,360.911,12.669,11.026,12.5618
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,6.894287,2.8,0.25,0.0,5284.0,1.11,0.88,4.49249,360.911,12.669,11.026,12.5618
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,6.894256,2.84,0.25336783,0.0,5608.0,1.07,0.99,4.38,360.911,12.669,11.026,12.5618
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,6.89424037,2.597,0.23017258,0.0,5573.0,1.05734,0.983,4.38219,360.911,12.669,11.026,12.5618
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,4.73730765,2.597,0.23017258,0.0,5180.6,0.790862,0.878,4.58536,154.83,11.833,9.913,11.7202
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,4.736834,2.9,0.26,0.0,5284.0,0.82,0.88,4.49249,154.83,11.833,9.913,11.7202
K2-182 b,K2-182,1,CONFIRMED,Mayo et al. 2018,4.7369696,2.71257333,0.242,0.0,5128.0,0.789,0.823,4.56,154.83,11.833,9.913,11.7202
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,4.7369669,2.93924,0.26222188,0.0,5069.2,0.79,0.88,4.46,154.83,11.833,9.913,11.7202
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,4.736884,2.76720668,0.24687364,0.0,5159.0,0.790138,0.846996,4.59,154.83,11.833,9.913,11.7202
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,4.737,2.597,0.23017258,0.0,5180.6,0.790862,0.878,4.58536,154.83,11.833,9.913,11.7202
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,4.7369683,2.69,0.23998614,0.0,5170.0,0.793,0.865,4.61,154.83,11.833,9.913,11.7202
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,4.736893,2.86,0.255,0.0,5284.0,0.822,0.88,4.49249,154.83,11.833,9.913,11.7202
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,4.736837,2.76,0.24623071,0.0,5165.0,0.8,0.88,4.58,154.83,11.833,9.913,11.7202
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,4.7369729,2.7,0.24087828,0.0,5181.0,0.8,0.84,4.56,154.83,11.833,9.913,11.7202
K2-183 b,K2-183,1,CONFIRMED,Mayo et al. 2018,0.469285,1.1,0.0981356,0.0,5482.0,0.87,0.88,4.6,329.041,12.867,11.021,12.6702
K2-183 b,K2-183,0,CONFIRMED,Mayo et al. 2018,0.469287,1.46,0.13,0.0,5284.0,0.984,0.88,4.49249,329.041,12.867,11.021,12.6702
K2-183 b,K2-183,0,CONFIRMED,Mayo et al. 2018,0.469269,2.59929571,0.23189363,0.0,5482.0,0.873283,0.942219,4.6,329.041,12.867,11.021,12.6702
K2-183 c,K2-183,0,CONFIRMED,Mayo et al. 2018,10.792635,2.87,0.25604425,0.0,5519.0,0.97,0.93,4.43,329.041,12.867,11.021,12.6702
K2-183 c,K2-183,0,CONFIRMED,Mayo et al. 2018,10.793471,2.51134498,0.22404719,0.0,5482.0,0.873283,0.942219,4.6,329.041,12.867,11.021,12.6702
K2-183 c,K2-183,0,CONFIRMED,Mayo et al. 2018,10.7930529,2.597,0.23017258,0.0,5436.47,0.968558,0.95,4.44354,329.041,12.867,11.021,12.6702
K2-183 c,K2-183,1,CONFIRMED,Mayo et al. 2018,10.787992,2.3,0.20519261,0.0,5482.0,0.87,0.88,4.6,329.041,12.867,11.021,12.6702
K2-183 c,K2-183,0,CONFIRMED,Mayo et al. 2018,10.792,2.597,0.23017258,0.0,5436.47,0.968558,0.95,4.44354,329.041,12.867,11.021,12.6702
K2-183 c,K2-183,0,CONFIRMED,Mayo et al. 2018,10.792613,2.7,0.24,0.0,5284.0,0.92,0.88,4.49249,329.041,12.867,11.021,12.6702
K2-183 c,K2-183,0,CONFIRMED,Mayo et al. 2018,10.79274,3.45,0.308,0.0,5284.0,0.984,0.88,4.49249,329.041,12.867,11.021,12.6702
K2-183 d,K2-183,0,CONFIRMED,Mayo et al. 2018,22.631964,2.86,0.25515211,0.0,5519.0,0.97,0.93,4.43,329.041,12.867,11.021,12.6702
K2-183 d,K2-183,0,CONFIRMED,Mayo et al. 2018,22.629496,2.54112738,0.2267042,0.0,5482.0,0.873283,0.942219,4.6,329.041,12.867,11.021,12.6702
K2-183 d,K2-183,0,CONFIRMED,Mayo et al. 2018,22.634594,17.4,1.55,0.0,5284.0,0.92,0.88,4.49249,329.041,12.867,11.021,12.6702
K2-183 d,K2-183,1,CONFIRMED,Mayo et al. 2018,22.620344,2.3,0.20519261,0.0,5482.0,0.87,0.88,4.6,329.041,12.867,11.021,12.6702
K2-183 d,K2-183,0,CONFIRMED,Mayo et al. 2018,22.6302,5.2,0.46,0.0,5284.0,0.984,0.88,4.49249,329.041,12.867,11.021,12.6702
K2-184 b,K2-184,0,CONFIRMED,Mayo et al. 2018,16.995848,1.6,0.14,1.0,5284.0,0.79,0.88,4.49249,75.5857,10.345,8.38,10.13
K2-184 b,K2-184,0,CONFIRMED,Mayo et al. 2018,16.995731,1.55,0.13828174,1.0,5220.0,0.78,0.86,4.59,75.5857,10.345,8.38,10.13
K2-184 b,K2-184,0,CONFIRMED,Mayo et al. 2018,16.993435,1.53786409,0.13719904,1.0,5252.0,0.764371,0.818986,4.63,75.5857,10.345,8.38,10.13
K2-184 b,K2-184,1,CONFIRMED,Mayo et al. 2018,16.9780102,1.47,0.13114484,1.0,5245.0,0.75,0.84,4.62,75.5857,10.345,8.38,10.13
K2-184 b,K2-184,0,CONFIRMED,Mayo et al. 2018,16.99291698,2.597,0.23017258,1.0,5237.31,0.767142,0.89,4.61771,75.5857,10.345,8.38,10.13
K2-184 b,K2-184,0,CONFIRMED,Mayo et al. 2018,16.994,2.597,0.23017258,1.0,5237.31,0.767142,0.89,4.61771,75.5857,10.345,8.38,10.13
K2-184 b,K2-184,0,CONFIRMED,Mayo et al. 2018,16.996,1.4,0.12,1.0,5284.0,0.816,0.88,4.49249,75.5857,10.345,8.38,10.13
K2-185 b,K2-185,0,CONFIRMED,Mayo et al. 2018,10.616646,1.31284773,0.11712443,0.0,5722.0,0.914349,0.976219,4.58,268.357,12.235,10.68,12.0636
K2-185 b,K2-185,0,CONFIRMED,Mayo et al. 2018,10.6161,1.19,0.106,0.0,5284.0,0.891,0.88,4.49249,268.357,12.235,10.68,12.0636
K2-185 b,K2-185,1,CONFIRMED,Mayo et al. 2018,10.616384,1.15,0.1025963,0.0,5788.0,0.94,0.96,4.48,268.357,12.235,10.68,12.0636
K2-185 c,K2-185,1,CONFIRMED,de Leon et al. 2021,52.713494,2.39,0.21322189,0.0,5788.0,0.94,0.96,4.48,268.357,12.235,10.68,12.0636
K2-185 c,K2-185,0,CONFIRMED,de Leon et al. 2021,52.7099,2.48,0.221,0.0,5284.0,0.891,0.88,4.49249,268.357,12.235,10.68,12.0636
K2-185 c,K2-185,0,CONFIRMED,de Leon et al. 2021,52.714072,2.79551948,0.25,0.0,5284.0,0.863,0.88,4.49249,268.357,12.235,10.68,12.0636
K2-186 b,K2-186,0,CONFIRMED,Mayo et al. 2018,41.4661,3.45,0.308,0.0,5284.0,1.0574,0.88,4.49249,330.739,12.413,10.774,12.1713
K2-186 b,K2-186,1,CONFIRMED,Mayo et al. 2018,41.474219,3.17207779,0.28299383,0.0,5784.0,0.98083,1.018617,4.45,330.739,12.413,10.774,12.1713
K2-187 b,K2-187,0,CONFIRMED,Mayo et al. 2018,0.773987,1.5,0.13,0.0,5284.0,0.919,0.88,4.49249,330.916,13.102,11.196,12.8673
K2-187 b,K2-187,0,CONFIRMED,Mayo et al. 2018,0.77392,1.3,0.11597823,0.0,5484.0,0.92,0.98,4.5,330.916,13.102,11.196,12.8673
K2-187 b,K2-187,1,CONFIRMED,Mayo et al. 2018,0.77401,1.2,0.10705701,0.0,5438.0,0.83,0.88,4.6,330.916,13.102,11.196,12.8673
K2-187 b,K2-187,0,CONFIRMED,Mayo et al. 2018,0.773981,1.3833597,0.12341509,0.0,5477.0,0.894913,0.966999,4.62,330.916,13.102,11.196,12.8673
K2-187 c,K2-187,0,CONFIRMED,Mayo et al. 2018,2.871348,1.8,0.16,0.0,5284.0,0.96,0.88,4.49249,330.916,13.102,11.196,12.8673
K2-187 c,K2-187,0,CONFIRMED,Mayo et al. 2018,2.87162,1.9,0.17,0.0,5284.0,0.919,0.88,4.49249,330.916,13.102,11.196,12.8673
K2-187 c,K2-187,1,CONFIRMED,Mayo et al. 2018,2.871512,1.4,0.12489985,0.0,5438.0,0.83,0.88,4.6,330.916,13.102,11.196,12.8673
K2-187 c,K2-187,0,CONFIRMED,Mayo et al. 2018,2.872042,1.8,0.16058524,0.0,5484.0,0.92,0.98,4.5,330.916,13.102,11.196,12.8673
K2-187 c,K2-187,0,CONFIRMED,Mayo et al. 2018,2.871788,1.70058746,0.15171625,0.0,5477.0,0.894913,0.966999,4.62,330.916,13.102,11.196,12.8673
K2-187 d,K2-187,0,CONFIRMED,Mayo et al. 2018,7.15,2.597,0.23017258,0.0,5374.67,0.92027,0.93,4.47872,330.916,13.102,11.196,12.8673
K2-187 d,K2-187,1,CONFIRMED,Mayo et al. 2018,7.149584,2.4,0.21411403,0.0,5438.0,0.83,0.88,4.6,330.916,13.102,11.196,12.8673
K2-187 d,K2-187,0,CONFIRMED,Mayo et al. 2018,7.14998,3.51,0.313,0.0,5284.0,0.919,0.88,4.49249,330.916,13.102,11.196,12.8673
K2-187 d,K2-187,0,CONFIRMED,Mayo et al. 2018,7.149336,3.4,0.3,0.0,5284.0,0.96,0.88,4.49249,330.916,13.102,11.196,12.8673
K2-187 d,K2-187,0,CONFIRMED,Mayo et al. 2018,7.15451552,2.597,0.23017258,0.0,5374.67,0.92027,0.93,4.47872,330.916,13.102,11.196,12.8673
K2-187 d,K2-187,0,CONFIRMED,Mayo et al. 2018,7.149079,3.22104537,0.28736242,0.0,5477.0,0.894913,0.966999,4.62,330.916,13.102,11.196,12.8673
K2-187 d,K2-187,0,CONFIRMED,Mayo et al. 2018,7.14921,3.17,0.28280846,0.0,5484.0,0.92,0.98,4.5,330.916,13.102,11.196,12.8673
K2-187 e,K2-187,0,CONFIRMED,Mayo et al. 2018,13.609878,2.38,0.21232938,0.0,5484.0,0.92,0.98,4.5,330.916,13.102,11.196,12.8673
K2-187 e,K2-187,0,CONFIRMED,Mayo et al. 2018,13.608341,2.25541631,0.20121477,0.0,5477.0,0.894913,0.966999,4.62,330.916,13.102,11.196,12.8673
K2-187 e,K2-187,0,CONFIRMED,Mayo et al. 2018,13.608511,2.5,0.22,0.0,5284.0,0.96,0.88,4.49249,330.916,13.102,11.196,12.8673
K2-187 e,K2-187,0,CONFIRMED,Mayo et al. 2018,13.60496,2.69,0.24,0.0,5284.0,0.919,0.88,4.49249,330.916,13.102,11.196,12.8673
K2-187 e,K2-187,1,CONFIRMED,Mayo et al. 2018,13.606629,1.9,0.16950694,0.0,5438.0,0.83,0.88,4.6,330.916,13.102,11.196,12.8673
K2-188 b,K2-188,0,CONFIRMED,Mayo et al. 2018,1.742983,1.25908622,0.11232815,0.0,5982.0,1.109202,1.106611,4.36,446.821,12.657,11.149,12.4903
K2-188 b,K2-188,1,CONFIRMED,Mayo et al. 2018,1.742169,1.35,0.12043893,0.0,5977.0,1.19,1.06,4.31,446.821,12.657,11.149,12.4903
K2-188 c,K2-188,0,CONFIRMED,Mayo et al. 2018,7.807595,2.62511304,0.2341969,0.0,5982.0,1.109202,1.106611,4.36,446.821,12.657,11.149,12.4903
K2-188 c,K2-188,0,CONFIRMED,Mayo et al. 2018,7.8092052,2.70889,0.24167139,0.0,5906.9,1.22,0.88,4.3,446.821,12.657,11.149,12.4903
K2-188 c,K2-188,1,CONFIRMED,Mayo et al. 2018,7.810253,2.83,0.25247569,0.0,5977.0,1.19,1.06,4.31,446.821,12.657,11.149,12.4903
K2-188 c,K2-188,0,CONFIRMED,Mayo et al. 2018,7.809,2.597,0.23017258,0.0,5906.9,1.21722,1.07,4.29671,446.821,12.657,11.149,12.4903
K2-188 c,K2-188,0,CONFIRMED,Mayo et al. 2018,7.80905,2.79,0.249,0.0,5284.0,1.181,0.88,4.49249,446.821,12.657,11.149,12.4903
K2-188 c,K2-188,0,CONFIRMED,Mayo et al. 2018,7.81110453,2.597,0.23017258,0.0,5906.9,1.21722,1.07,4.29671,446.821,12.657,11.149,12.4903
K2-188 c,K2-188,0,CONFIRMED,Mayo et al. 2018,7.809757,2.9,0.26,0.0,5284.0,1.19,0.88,4.49249,446.821,12.657,11.149,12.4903
K2-189 b,K2-189,0,CONFIRMED,Mayo et al. 2018,5.1763,1.51234354,0.13492225,0.0,5503.0,0.862285,0.927528,4.61,242.113,12.398,10.589,12.2538
K2-189 b,K2-189,1,CONFIRMED,Mayo et al. 2018,2.58812,1.403,0.12516749,0.0,5442.0,0.879,0.85,4.51,242.113,12.398,10.589,12.2538
K2-189 b,K2-189,0,CONFIRMED,Mayo et al. 2018,2.588309,1.52,0.13560532,0.0,5519.0,0.87,0.94,4.53,242.113,12.398,10.589,12.2538
K2-189 b,K2-189,0,CONFIRMED,Mayo et al. 2018,2.58819,1.587,0.1416,0.0,5284.0,0.882,0.88,4.49249,242.113,12.398,10.589,12.2538
K2-189 c,K2-189,0,CONFIRMED,Mayo et al. 2018,6.679224,2.6,0.23,0.0,5284.0,0.88,0.88,4.49249,242.113,12.398,10.589,12.2538
K2-189 c,K2-189,0,CONFIRMED,Mayo et al. 2018,6.67913,2.58,0.23,0.0,5284.0,0.882,0.88,4.49249,242.113,12.398,10.589,12.2538
K2-189 c,K2-189,0,CONFIRMED,Mayo et al. 2018,6.67773603,2.597,0.23017258,0.0,5468.0,0.866405,0.956,4.54308,242.113,12.398,10.589,12.2538
K2-189 c,K2-189,0,CONFIRMED,Mayo et al. 2018,6.67934,2.48429818,0.22163424,0.0,5503.0,0.862285,0.927528,4.61,242.113,12.398,10.589,12.2538
K2-189 c,K2-189,1,CONFIRMED,Mayo et al. 2018,6.67932,2.31,0.20608475,0.0,5442.0,0.879,0.85,4.51,242.113,12.398,10.589,12.2538
K2-189 c,K2-189,0,CONFIRMED,Mayo et al. 2018,6.679195,2.5,0.22303506,0.0,5519.0,0.87,0.94,4.53,242.113,12.398,10.589,12.2538
K2-189 c,K2-189,0,CONFIRMED,Mayo et al. 2018,6.679,2.597,0.23017258,0.0,5468.0,0.866405,0.956,4.54308,242.113,12.398,10.589,12.2538
K2-19 b,K2-19,0,CONFIRMED,Dai et al. 2016,7.920994,7.34,0.65483094,1.0,5345.0,0.914,0.902,4.394,289.827,13.024,11.161,12.8153
K2-19 b,K2-19,0,CONFIRMED,Dai et al. 2016,7.9194979,7.46,0.66553662,1.0,5368.0,0.84,0.88,4.49249,289.827,13.024,11.161,12.8153
K2-19 b,K2-19,0,CONFIRMED,Dai et al. 2016,7.9194,7.74,0.69051655,1.0,5430.0,0.86,0.93,4.63,289.827,13.024,11.161,12.8153
K2-19 b,K2-19,0,CONFIRMED,Dai et al. 2016,7.91952,8.2,0.731555,1.0,5748.0,1.01,0.99,4.43,289.827,13.024,11.161,12.8153
K2-19 b,K2-19,0,CONFIRMED,Dai et al. 2016,7.91952314,2.597,0.23017258,1.0,5322.0,0.840476,0.92,4.5528,289.827,13.024,11.161,12.8153
